Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Time,Isolate1CFUFreq
C11R2,3,7,50,50,Isolate1CFUFreqT0,0.448553215632614
C11R2,3,7,95,5,Isolate1CFUFreqT0,0.939227535373672
C11R2,3,8,5,95,Isolate1CFUFreqT0,0.0164660225554881
C11R2,3,8,50,50,Isolate1CFUFreqT0,0.241327697090317
C11R2,3,8,95,5,Isolate1CFUFreqT0,0.858030182244616
C11R2,3,9,5,95,Isolate1CFUFreqT0,1
C11R2,3,9,50,50,Isolate1CFUFreqT0,1
C11R2,3,9,95,5,Isolate1CFUFreqT0,1
C11R2,3,10,5,95,Isolate1CFUFreqT0,0.027679311412224
C11R2,3,10,50,50,Isolate1CFUFreqT0,0.351019374445992
C11R2,3,10,95,5,Isolate1CFUFreqT0,0.911321440312841
C11R2,3,11,5,95,Isolate1CFUFreqT0,0.0695514562085742
C11R2,3,11,50,50,Isolate1CFUFreqT0,0.586821033950943
C11R2,3,11,95,5,Isolate1CFUFreqT0,0.964266463975034
C11R2,3,12,5,95,Isolate1CFUFreqT0,0.0500344107313186
C11R2,3,12,50,50,Isolate1CFUFreqT0,0.500181050090525
C11R2,3,12,95,5,Isolate1CFUFreqT0,0.950034388310388
C11R2,4,5,5,95,Isolate1CFUFreqT0,0.0362805874939684
C11R2,4,5,50,50,Isolate1CFUFreqT0,0.417005488432
C11R2,4,5,95,5,Isolate1CFUFreqT0,0.931461587051909
C11R2,4,6,5,95,Isolate1CFUFreqT0,0.0614787752844766
C11R2,4,6,50,50,Isolate1CFUFreqT0,0.554489117291415
C11R2,4,6,95,5,Isolate1CFUFreqT0,0.959428209610593
C11R2,4,7,5,95,Isolate1CFUFreqT0,0.0187241918711181
C11R2,4,7,50,50,Isolate1CFUFreqT0,0.266080936426953
C11R2,4,7,95,5,Isolate1CFUFreqT0,0.873231793263586
C11R2,4,8,5,95,Isolate1CFUFreqT0,0.00740671945018459
C11R2,4,8,50,50,Isolate1CFUFreqT0,0.124172829894901
C11R2,4,8,95,5,Isolate1CFUFreqT0,0.72927445554085
C11R2,4,9,5,95,Isolate1CFUFreqT0,1
C11R2,4,9,50,50,Isolate1CFUFreqT0,1
C11R2,4,9,95,5,Isolate1CFUFreqT0,1
C11R2,4,10,5,95,Isolate1CFUFreqT0,0.0125292541679874
C11R2,4,10,50,50,Isolate1CFUFreqT0,0.194247790332203
C11R2,4,10,95,5,Isolate1CFUFreqT0,0.820802994094706
C11R2,4,11,5,95,Isolate1CFUFreqT0,0.0322429978912772
C11R2,4,11,50,50,Isolate1CFUFreqT0,0.387640504493204
C11R2,4,11,95,5,Isolate1CFUFreqT0,0.923239453056381
C11R2,4,12,5,95,Isolate1CFUFreqT0,0.0229371080549029
C11R2,4,12,50,50,Isolate1CFUFreqT0,0.308454200966941
C11R2,4,12,95,5,Isolate1CFUFreqT0,0.894455545850135
C11R2,5,6,5,95,Isolate1CFUFreqT0,0.0838972969140229
C11R2,5,6,50,50,Isolate1CFUFreqT0,0.635040849185998
C11R2,5,6,95,5,Isolate1CFUFreqT0,0.970640582199174
C11R2,5,7,5,95,Isolate1CFUFreqT0,0.0259836951845048
C11R2,5,7,50,50,Isolate1CFUFreqT0,0.336368479682278
C11R2,5,7,95,5,Isolate1CFUFreqT0,0.905929684120914
C11R2,5,8,5,95,Isolate1CFUFreqT0,0.0103245246995865
C11R2,5,8,50,50,Isolate1CFUFreqT0,0.165423438509981
C11R2,5,8,95,5,Isolate1CFUFreqT0,0.790182027376446
C11R2,5,9,5,95,Isolate1CFUFreqT0,1
C11R2,5,9,50,50,Isolate1CFUFreqT0,1
C11R2,5,9,95,5,Isolate1CFUFreqT0,1
C11R2,5,10,5,95,Isolate1CFUFreqT0,0.0174295973476683
C11R2,5,10,50,50,Isolate1CFUFreqT0,0.252077409988066
C11R2,5,10,95,5,Isolate1CFUFreqT0,0.864932371837208
C11R2,5,11,5,95,Isolate1CFUFreqT0,0.0445061163738972
C11R2,5,11,50,50,Isolate1CFUFreqT0,0.46949723594256
C11R2,5,11,95,5,Isolate1CFUFreqT0,0.94386778575755
C11R2,5,12,5,95,Isolate1CFUFreqT0,0.031777094745121
C11R2,5,12,50,50,Isolate1CFUFreqT0,0.384077304217205
C11R2,5,12,95,5,Isolate1CFUFreqT0,0.922167038284683
C11R2,6,7,5,95,Isolate1CFUFreqT0,0.0150997421858834
C11R2,6,7,50,50,Isolate1CFUFreqT0,0.225582755451583
C11R2,6,7,95,5,Isolate1CFUFreqT0,0.84696792088362
C11R2,6,8,5,95,Isolate1CFUFreqT0,0.00595969246167144
C11R2,6,8,50,50,Isolate1CFUFreqT0,0.102263856362217
C11R2,6,8,95,5,Isolate1CFUFreqT0,0.683979115141522
C11R2,6,9,5,95,Isolate1CFUFreqT0,1
C11R2,6,9,50,50,Isolate1CFUFreqT0,1
C11R2,6,9,95,5,Isolate1CFUFreqT0,1
C11R2,6,10,5,95,Isolate1CFUFreqT0,0.0100916288183393
C11R2,6,10,50,50,Isolate1CFUFreqT0,0.162265525405208
C11R2,6,10,95,5,Isolate1CFUFreqT0,0.786334711319615
C11R2,6,11,5,95,Isolate1CFUFreqT0,0.0260712333375383
C11R2,6,11,50,50,Isolate1CFUFreqT0,0.337139749864056
C11R2,6,11,95,5,Isolate1CFUFreqT0,0.906223555658127
C11R2,6,12,5,95,Isolate1CFUFreqT0,0.0185125473932332
C11R2,6,12,50,50,Isolate1CFUFreqT0,0.263825067342735
C11R2,6,12,95,5,Isolate1CFUFreqT0,0.871943992723464
C11R2,7,8,5,95,Isolate1CFUFreqT0,0.0201669879933211
C11R2,7,8,50,50,Isolate1CFUFreqT0,0.281123364555655
C11R2,7,8,95,5,Isolate1CFUFreqT0,0.881377809918046
C11R2,7,9,5,95,Isolate1CFUFreqT0,1
C11R2,7,9,50,50,Isolate1CFUFreqT0,1
C11R2,7,9,95,5,Isolate1CFUFreqT0,1
C11R2,7,10,5,95,Isolate1CFUFreqT0,0.0338139685074205
C11R2,7,10,50,50,Isolate1CFUFreqT0,0.399381362803687
C11R2,7,10,95,5,Isolate1CFUFreqT0,0.926654222333056
C11R2,7,11,5,95,Isolate1CFUFreqT0,0.0841630849243455
C11R2,7,11,50,50,Isolate1CFUFreqT0,0.635840798045603
C11R2,7,11,95,5,Isolate1CFUFreqT0,0.970738829226
C11R2,7,12,5,95,Isolate1CFUFreqT0,0.0608138145364227
C11R2,7,12,50,50,Isolate1CFUFreqT0,0.551625910991084
C11R2,7,12,95,5,Isolate1CFUFreqT0,0.958974914446449
C11R2,8,9,5,95,Isolate1CFUFreqT0,1
C11R2,8,9,50,50,Isolate1CFUFreqT0,1
C11R2,8,9,95,5,Isolate1CFUFreqT0,1
C11R2,8,10,5,95,Isolate1CFUFreqT0,0.082142527887895
C11R2,8,10,50,50,Isolate1CFUFreqT0,0.629681978798586
C11R2,8,10,95,5,Isolate1CFUFreqT0,0.969976508336675
C11R2,8,11,5,95,Isolate1CFUFreqT0,0.190280940601656
C11R2,8,11,50,50,Isolate1CFUFreqT0,0.817014996178478
C11R2,8,11,95,5,Isolate1CFUFreqT0,0.988349556920712
C11R2,8,12,5,95,Isolate1CFUFreqT0,0.142058058659313
C11R2,8,12,50,50,Isolate1CFUFreqT0,0.758804870934811
C11R2,8,12,95,5,Isolate1CFUFreqT0,0.983545701686096
C11R2,9,10,5,95,Isolate1CFUFreqT0,0
C11R2,9,10,50,50,Isolate1CFUFreqT0,0
C11R2,9,10,95,5,Isolate1CFUFreqT0,0
C11R2,9,11,5,95,Isolate1CFUFreqT0,0
C11R2,9,11,50,50,Isolate1CFUFreqT0,0
C11R2,9,11,95,5,Isolate1CFUFreqT0,0
C11R2,9,12,5,95,Isolate1CFUFreqT0,0
C11R2,9,12,50,50,Isolate1CFUFreqT0,0
C11R2,9,12,95,5,Isolate1CFUFreqT0,0
C11R2,10,11,5,95,Isolate1CFUFreqT0,0.121421374274532
C11R2,10,11,50,50,Isolate1CFUFreqT0,0.724201771958207
C11R2,10,11,95,5,Isolate1CFUFreqT0,0.980350138127007
C11R2,10,12,5,95,Isolate1CFUFreqT0,0.0887371031412936
C11R2,10,12,50,50,Isolate1CFUFreqT0,0.649145584055581
C11R2,10,12,95,5,Isolate1CFUFreqT0,0.97234017244861
C11R2,11,12,5,95,Isolate1CFUFreqT0,0.0357584979364253
C11R2,11,12,50,50,Isolate1CFUFreqT0,0.413354568236644
C11R2,11,12,95,5,Isolate1CFUFreqT0,0.930495395125687
C11R5,1,2,5,95,Isolate1CFUFreqT0,0.120445945228971
C11R5,1,2,50,50,Isolate1CFUFreqT0,0.722365355203597
C11R5,1,2,95,5,Isolate1CFUFreqT0,0.980172602741734
C11R5,1,3,5,95,Isolate1CFUFreqT0,0.0556393751523577
C11R5,1,3,50,50,Isolate1CFUFreqT0,0.528175620739258
C11R5,1,3,95,5,Isolate1CFUFreqT0,0.955094970803398
C11R5,1,4,5,95,Isolate1CFUFreqT0,0.106097569332611
C11R5,1,4,50,50,Isolate1CFUFreqT0,0.69279130123501
C11R5,1,4,95,5,Isolate1CFUFreqT0,0.977193530277411
C11R5,1,5,5,95,Isolate1CFUFreqT0,0.0193186653307163
C11R5,1,5,50,50,Isolate1CFUFreqT0,0.27234907120743
C11R5,1,5,95,5,Isolate1CFUFreqT0,0.876717044225158
C11R5,2,3,5,95,Isolate1CFUFreqT0,0.0221430006025306
C11R5,2,3,50,50,Isolate1CFUFreqT0,0.300818553888131
C11R5,2,3,95,5,Isolate1CFUFreqT0,0.891003828158231
C11R5,2,4,5,95,Isolate1CFUFreqT0,0.0436273865050538
C11R5,2,4,50,50,Isolate1CFUFreqT0,0.464304942392592
C11R5,2,4,95,5,Isolate1CFUFreqT0,0.942752264018503
C11R5,2,5,5,95,Isolate1CFUFreqT0,0.00751432898192344
C11R5,2,5,50,50,Isolate1CFUFreqT0,0.125761950593519
C11R5,2,5,95,5,Isolate1CFUFreqT0,0.732134080408926
C11R5,3,4,5,95,Isolate1CFUFreqT0,0.0958631134256184
C11R5,3,4,50,50,Isolate1CFUFreqT0,0.668271902204112
C11R5,3,4,95,5,Isolate1CFUFreqT0,0.974539044396742
C11R5,3,5,5,95,Isolate1CFUFreqT0,0.0172931934412401
C11R5,3,5,50,50,Isolate1CFUFreqT0,0.250572956455309
C11R5,3,5,95,5,Isolate1CFUFreqT0,0.863995563565784
C11R5,4,5,5,95,Isolate1CFUFreqT0,0.0086597040905135
C11R5,4,5,50,50,Isolate1CFUFreqT0,0.142346208869814
C11R5,4,5,95,5,Isolate1CFUFreqT0,0.759236947791165
C1R2,1,2,5,95,Isolate1CFUFreqT8,1
C1R2,1,2,50,50,Isolate1CFUFreqT8,1
C1R2,1,2,95,5,Isolate1CFUFreqT8,1
C1R2,1,3,5,95,Isolate1CFUFreqT8,0
C1R2,1,3,50,50,Isolate1CFUFreqT8,0
C1R2,1,3,95,5,Isolate1CFUFreqT8,0.897435897435897
C1R2,1,4,5,95,Isolate1CFUFreqT8,1
C1R2,1,4,50,50,Isolate1CFUFreqT8,1
C1R2,1,4,95,5,Isolate1CFUFreqT8,1
C1R2,2,3,5,95,Isolate1CFUFreqT8,0
C1R2,2,3,50,50,Isolate1CFUFreqT8,0
C1R2,2,3,95,5,Isolate1CFUFreqT8,0
C1R2,2,4,5,95,Isolate1CFUFreqT8,0.6
C1R2,2,4,50,50,Isolate1CFUFreqT8,0.634615384615385
C1R2,2,4,95,5,Isolate1CFUFreqT8,0.855421686746988
C1R2,3,4,5,95,Isolate1CFUFreqT8,1
C1R2,3,4,50,50,Isolate1CFUFreqT8,1
C1R2,3,4,95,5,Isolate1CFUFreqT8,1
C1R4,1,2,5,95,Isolate1CFUFreqT8,0
C1R4,1,2,50,50,Isolate1CFUFreqT8,0
C1R4,1,2,95,5,Isolate1CFUFreqT8,0
C1R4,1,3,5,95,Isolate1CFUFreqT8,0
C1R4,1,3,50,50,Isolate1CFUFreqT8,0.938461538461539
C1R4,1,3,95,5,Isolate1CFUFreqT8,0.883333333333333
C1R4,1,4,5,95,Isolate1CFUFreqT8,0
C1R4,1,4,50,50,Isolate1CFUFreqT8,0
C1R4,1,4,95,5,Isolate1CFUFreqT8,0
C1R4,1,5,5,95,Isolate1CFUFreqT8,0
C1R4,1,5,50,50,Isolate1CFUFreqT8,0
C1R4,1,5,95,5,Isolate1CFUFreqT8,0
C1R4,2,3,5,95,Isolate1CFUFreqT8,1
C1R4,2,3,50,50,Isolate1CFUFreqT8,1
C1R4,2,3,95,5,Isolate1CFUFreqT8,1
C1R4,2,4,5,95,Isolate1CFUFreqT8,
C1R4,2,4,50,50,Isolate1CFUFreqT8,
C1R4,2,4,95,5,Isolate1CFUFreqT8,
C1R4,2,5,5,95,Isolate1CFUFreqT8,
C1R4,2,5,50,50,Isolate1CFUFreqT8,
C1R4,2,5,95,5,Isolate1CFUFreqT8,
C1R4,3,4,5,95,Isolate1CFUFreqT8,0
C1R4,3,4,50,50,Isolate1CFUFreqT8,0
C1R4,3,4,95,5,Isolate1CFUFreqT8,0
C1R4,3,5,5,95,Isolate1CFUFreqT8,0
C1R4,3,5,50,50,Isolate1CFUFreqT8,0
C1R4,3,5,95,5,Isolate1CFUFreqT8,0
C1R4,4,5,5,95,Isolate1CFUFreqT8,
C1R4,4,5,50,50,Isolate1CFUFreqT8,
C1R4,4,5,95,5,Isolate1CFUFreqT8,
C1R6,1,2,5,95,Isolate1CFUFreqT8,
C1R6,1,2,50,50,Isolate1CFUFreqT8,0
C1R6,1,2,95,5,Isolate1CFUFreqT8,0
C1R6,1,3,5,95,Isolate1CFUFreqT8,0
C1R6,1,3,50,50,Isolate1CFUFreqT8,0
C1R6,1,3,95,5,Isolate1CFUFreqT8,0
C1R6,1,4,5,95,Isolate1CFUFreqT8,0
C1R6,1,4,50,50,Isolate1CFUFreqT8,0
C1R6,1,4,95,5,Isolate1CFUFreqT8,0
C1R6,1,5,5,95,Isolate1CFUFreqT8,0
C1R6,1,5,50,50,Isolate1CFUFreqT8,0
C1R6,1,5,95,5,Isolate1CFUFreqT8,0
C1R6,2,3,5,95,Isolate1CFUFreqT8,1
C1R6,2,3,50,50,Isolate1CFUFreqT8,1
C1R6,2,3,95,5,Isolate1CFUFreqT8,1
C1R6,2,4,5,95,Isolate1CFUFreqT8,1
C1R6,2,4,50,50,Isolate1CFUFreqT8,1
C1R6,2,4,95,5,Isolate1CFUFreqT8,1
C1R6,2,5,5,95,Isolate1CFUFreqT8,1
C1R6,2,5,50,50,Isolate1CFUFreqT8,1
C1R6,2,5,95,5,Isolate1CFUFreqT8,0.849624060150376
C1R6,3,4,5,95,Isolate1CFUFreqT8,0.00746268656716418
C1R6,3,4,50,50,Isolate1CFUFreqT8,0.471074380165289
C1R6,3,4,95,5,Isolate1CFUFreqT8,0.0594059405940594
C1R6,3,5,5,95,Isolate1CFUFreqT8,0
C1R6,3,5,50,50,Isolate1CFUFreqT8,0
C1R6,3,5,95,5,Isolate1CFUFreqT8,0
C1R6,4,5,5,95,Isolate1CFUFreqT8,0
C1R6,4,5,50,50,Isolate1CFUFreqT8,0.0238095238095238
C1R6,4,5,95,5,Isolate1CFUFreqT8,0.903508771929825
C1R7,1,2,5,95,Isolate1CFUFreqT8,1
C1R7,1,2,50,50,Isolate1CFUFreqT8,1
C1R7,1,2,95,5,Isolate1CFUFreqT8,1
C1R7,1,3,5,95,Isolate1CFUFreqT8,1
C1R7,1,3,50,50,Isolate1CFUFreqT8,1
C1R7,1,3,95,5,Isolate1CFUFreqT8,1
C1R7,1,4,5,95,Isolate1CFUFreqT8,1
C1R7,1,4,50,50,Isolate1CFUFreqT8,1
C1R7,1,4,95,5,Isolate1CFUFreqT8,1
C1R7,1,5,5,95,Isolate1CFUFreqT8,1
C1R7,1,5,50,50,Isolate1CFUFreqT8,1
C1R7,1,5,95,5,Isolate1CFUFreqT8,1
C1R7,1,6,5,95,Isolate1CFUFreqT8,1
C1R7,1,6,50,50,Isolate1CFUFreqT8,1
C1R7,1,6,95,5,Isolate1CFUFreqT8,1
C1R7,1,7,5,95,Isolate1CFUFreqT8,0.140625
C1R7,1,7,50,50,Isolate1CFUFreqT8,0.285714285714286
C1R7,1,7,95,5,Isolate1CFUFreqT8,0.42962962962963
C1R7,2,3,5,95,Isolate1CFUFreqT8,0
C1R7,2,3,50,50,Isolate1CFUFreqT8,0
C1R7,2,3,95,5,Isolate1CFUFreqT8,0
C1R7,2,4,5,95,Isolate1CFUFreqT8,0
C1R7,2,4,50,50,Isolate1CFUFreqT8,0
C1R7,2,4,95,5,Isolate1CFUFreqT8,0
C1R7,2,5,5,95,Isolate1CFUFreqT8,0
C1R7,2,5,50,50,Isolate1CFUFreqT8,0
C1R7,2,5,95,5,Isolate1CFUFreqT8,0
C1R7,2,6,5,95,Isolate1CFUFreqT8,0
C1R7,2,6,50,50,Isolate1CFUFreqT8,0
C1R7,2,6,95,5,Isolate1CFUFreqT8,0
C1R7,2,7,5,95,Isolate1CFUFreqT8,0
C1R7,2,7,50,50,Isolate1CFUFreqT8,0
C1R7,2,7,95,5,Isolate1CFUFreqT8,0
C1R7,3,4,5,95,Isolate1CFUFreqT8,0
C1R7,3,4,50,50,Isolate1CFUFreqT8,0
C1R7,3,4,95,5,Isolate1CFUFreqT8,0.285714285714286
C1R7,3,5,5,95,Isolate1CFUFreqT8,0.25
C1R7,3,5,50,50,Isolate1CFUFreqT8,0.342857142857143
C1R7,3,5,95,5,Isolate1CFUFreqT8,0.392857142857143
C1R7,3,6,5,95,Isolate1CFUFreqT8,0.464285714285714
C1R7,3,6,50,50,Isolate1CFUFreqT8,0.428571428571429
C1R7,3,6,95,5,Isolate1CFUFreqT8,0.490566037735849
C1R7,3,7,5,95,Isolate1CFUFreqT8,0
C1R7,3,7,50,50,Isolate1CFUFreqT8,0
C1R7,3,7,95,5,Isolate1CFUFreqT8,0
C1R7,4,5,5,95,Isolate1CFUFreqT8,0.5375
C1R7,4,5,50,50,Isolate1CFUFreqT8,0.986013986013986
C1R7,4,5,95,5,Isolate1CFUFreqT8,1
C1R7,4,6,5,95,Isolate1CFUFreqT8,1
C1R7,4,6,50,50,Isolate1CFUFreqT8,1
C1R7,4,6,95,5,Isolate1CFUFreqT8,1
C1R7,4,7,5,95,Isolate1CFUFreqT8,0
C1R7,4,7,50,50,Isolate1CFUFreqT8,0
C1R7,4,7,95,5,Isolate1CFUFreqT8,0
C1R7,5,6,5,95,Isolate1CFUFreqT8,0
C1R7,5,6,50,50,Isolate1CFUFreqT8,0.489795918367347
C1R7,5,6,95,5,Isolate1CFUFreqT8,0.517857142857143
C1R7,5,7,5,95,Isolate1CFUFreqT8,0
C1R7,5,7,50,50,Isolate1CFUFreqT8,0
C1R7,5,7,95,5,Isolate1CFUFreqT8,0
C1R7,6,7,5,95,Isolate1CFUFreqT8,0
C1R7,6,7,50,50,Isolate1CFUFreqT8,0
C1R7,6,7,95,5,Isolate1CFUFreqT8,0
C2R6,1,2,5,95,Isolate1CFUFreqT8,0.939024390243902
C2R6,1,2,50,50,Isolate1CFUFreqT8,1
C2R6,1,2,95,5,Isolate1CFUFreqT8,1
C2R6,1,3,5,95,Isolate1CFUFreqT8,
C2R6,1,3,50,50,Isolate1CFUFreqT8,
C2R6,1,3,95,5,Isolate1CFUFreqT8,
C2R6,1,4,5,95,Isolate1CFUFreqT8,0
C2R6,1,4,50,50,Isolate1CFUFreqT8,0
C2R6,1,4,95,5,Isolate1CFUFreqT8,1
C2R6,2,3,5,95,Isolate1CFUFreqT8,0.148936170212766
C2R6,2,3,50,50,Isolate1CFUFreqT8,0.0297029702970297
C2R6,2,3,95,5,Isolate1CFUFreqT8,0.142857142857143
C2R6,2,4,5,95,Isolate1CFUFreqT8,0.490196078431373
C2R6,2,4,50,50,Isolate1CFUFreqT8,0.612903225806452
C2R6,2,4,95,5,Isolate1CFUFreqT8,0.857142857142857
C2R6,3,4,5,95,Isolate1CFUFreqT8,0
C2R6,3,4,50,50,Isolate1CFUFreqT8,0
C2R6,3,4,95,5,Isolate1CFUFreqT8,1
C2R8,1,2,5,95,Isolate1CFUFreqT8,0.0333333333333333
C2R8,1,2,50,50,Isolate1CFUFreqT8,0.269230769230769
C2R8,1,2,95,5,Isolate1CFUFreqT8,0.923076923076923
C2R8,1,3,5,95,Isolate1CFUFreqT8,1
C2R8,1,3,50,50,Isolate1CFUFreqT8,1
C2R8,1,3,95,5,Isolate1CFUFreqT8,0.982142857142857
C2R8,1,4,5,95,Isolate1CFUFreqT8,1
C2R8,1,4,50,50,Isolate1CFUFreqT8,1
C2R8,1,4,95,5,Isolate1CFUFreqT8,0.988372093023256
C2R8,2,3,5,95,Isolate1CFUFreqT8,1
C2R8,2,3,50,50,Isolate1CFUFreqT8,1
C2R8,2,3,95,5,Isolate1CFUFreqT8,1
C2R8,2,4,5,95,Isolate1CFUFreqT8,1
C2R8,2,4,50,50,Isolate1CFUFreqT8,1
C2R8,2,4,95,5,Isolate1CFUFreqT8,1
C2R8,3,4,5,95,Isolate1CFUFreqT8,
C2R8,3,4,50,50,Isolate1CFUFreqT8,
C2R8,3,4,95,5,Isolate1CFUFreqT8,
C4R1,1,2,5,95,Isolate1CFUFreqT8,0
C4R1,1,2,50,50,Isolate1CFUFreqT8,0.992537313432836
C4R1,1,2,95,5,Isolate1CFUFreqT8,0.928571428571429
C4R1,1,3,5,95,Isolate1CFUFreqT8,
C4R1,1,3,50,50,Isolate1CFUFreqT8,
C4R1,1,3,95,5,Isolate1CFUFreqT8,
C4R1,2,3,5,95,Isolate1CFUFreqT8,0.952380952380952
C4R1,2,3,50,50,Isolate1CFUFreqT8,1
C4R1,2,3,95,5,Isolate1CFUFreqT8,1
C7R1,1,2,5,95,Isolate1CFUFreqT8,1
C7R1,1,2,50,50,Isolate1CFUFreqT8,1
C7R1,1,2,95,5,Isolate1CFUFreqT8,1
C7R1,1,3,5,95,Isolate1CFUFreqT8,
C7R1,1,3,50,50,Isolate1CFUFreqT8,
C7R1,1,3,95,5,Isolate1CFUFreqT8,
C7R1,1,4,5,95,Isolate1CFUFreqT8,
C7R1,1,4,50,50,Isolate1CFUFreqT8,
C7R1,1,4,95,5,Isolate1CFUFreqT8,
C7R1,2,3,5,95,Isolate1CFUFreqT8,0
C7R1,2,3,50,50,Isolate1CFUFreqT8,0
C7R1,2,3,95,5,Isolate1CFUFreqT8,0
C7R1,2,4,5,95,Isolate1CFUFreqT8,0
C7R1,2,4,50,50,Isolate1CFUFreqT8,0
C7R1,2,4,95,5,Isolate1CFUFreqT8,0
C7R1,3,4,5,95,Isolate1CFUFreqT8,
C7R1,3,4,50,50,Isolate1CFUFreqT8,
C7R1,3,4,95,5,Isolate1CFUFreqT8,
C8R4,1,2,5,95,Isolate1CFUFreqT8,0.160377358490566
C8R4,1,2,50,50,Isolate1CFUFreqT8,0.184684684684685
C8R4,1,2,95,5,Isolate1CFUFreqT8,0.28125
C8R4,1,3,5,95,Isolate1CFUFreqT8,
C8R4,1,3,50,50,Isolate1CFUFreqT8,
C8R4,1,3,95,5,Isolate1CFUFreqT8,
C8R4,2,3,5,95,Isolate1CFUFreqT8,0.801587301587302
C8R4,2,3,50,50,Isolate1CFUFreqT8,0.66
C8R4,2,3,95,5,Isolate1CFUFreqT8,0.741935483870968
C10R2,1,2,5,95,Isolate1CFUFreqT8,0
C10R2,1,2,50,50,Isolate1CFUFreqT8,0
C10R2,1,2,95,5,Isolate1CFUFreqT8,0
C10R2,1,3,5,95,Isolate1CFUFreqT8,1
C10R2,1,3,50,50,Isolate1CFUFreqT8,1
C10R2,1,3,95,5,Isolate1CFUFreqT8,1
C10R2,2,3,5,95,Isolate1CFUFreqT8,1
C10R2,2,3,50,50,Isolate1CFUFreqT8,0.990825688073395
C10R2,2,3,95,5,Isolate1CFUFreqT8,0.967213114754098
C11R1,1,2,5,95,Isolate1CFUFreqT8,0.305555555555556
C11R1,1,2,50,50,Isolate1CFUFreqT8,
C11R1,1,2,95,5,Isolate1CFUFreqT8,0.488888888888889
C11R1,1,3,5,95,Isolate1CFUFreqT8,1
C11R1,1,3,50,50,Isolate1CFUFreqT8,
C11R1,1,3,95,5,Isolate1CFUFreqT8,1
C11R1,1,4,5,95,Isolate1CFUFreqT8,0
C11R1,1,4,50,50,Isolate1CFUFreqT8,
C11R1,1,4,95,5,Isolate1CFUFreqT8,0
C11R1,1,5,5,95,Isolate1CFUFreqT8,0
C11R1,1,5,50,50,Isolate1CFUFreqT8,0.125
C11R1,1,5,95,5,Isolate1CFUFreqT8,0.116666666666667
C11R1,1,6,5,95,Isolate1CFUFreqT8,1
C11R1,1,6,50,50,Isolate1CFUFreqT8,0.0576923076923077
C11R1,1,6,95,5,Isolate1CFUFreqT8,0.0612244897959184
C11R1,1,7,5,95,Isolate1CFUFreqT8,0.0679611650485437
C11R1,1,7,50,50,Isolate1CFUFreqT8,0.00892857142857143
C11R1,1,7,95,5,Isolate1CFUFreqT8,0.0588235294117647
C11R1,1,8,5,95,Isolate1CFUFreqT8,0.238805970149254
C11R1,1,8,50,50,Isolate1CFUFreqT8,0.0203045685279188
C11R1,1,8,95,5,Isolate1CFUFreqT8,0.145631067961165
C11R1,1,9,5,95,Isolate1CFUFreqT8,0.0125
C11R1,1,9,50,50,Isolate1CFUFreqT8,0.012987012987013
C11R1,1,9,95,5,Isolate1CFUFreqT8,0.0892857142857143
C11R1,2,3,5,95,Isolate1CFUFreqT8,0.928571428571429
C11R1,2,3,50,50,Isolate1CFUFreqT8,1
C11R1,2,3,95,5,Isolate1CFUFreqT8,0.9375
C11R1,2,4,5,95,Isolate1CFUFreqT8,0.239130434782609
C11R1,2,4,50,50,Isolate1CFUFreqT8,0.458333333333333
C11R1,2,4,95,5,Isolate1CFUFreqT8,0.457142857142857
C11R1,2,5,5,95,Isolate1CFUFreqT8,0
C11R1,2,5,50,50,Isolate1CFUFreqT8,0
C11R1,2,5,95,5,Isolate1CFUFreqT8,0
C11R1,2,6,5,95,Isolate1CFUFreqT8,0
C11R1,2,6,50,50,Isolate1CFUFreqT8,0
C11R1,2,6,95,5,Isolate1CFUFreqT8,0
C11R1,2,7,5,95,Isolate1CFUFreqT8,0
C11R1,2,7,50,50,Isolate1CFUFreqT8,0
C11R1,2,7,95,5,Isolate1CFUFreqT8,0
C11R1,2,8,5,95,Isolate1CFUFreqT8,
C11R1,2,8,50,50,Isolate1CFUFreqT8,
C11R1,2,8,95,5,Isolate1CFUFreqT8,
C11R1,2,9,5,95,Isolate1CFUFreqT8,
C11R1,2,9,50,50,Isolate1CFUFreqT8,
C11R1,2,9,95,5,Isolate1CFUFreqT8,
C11R1,3,4,5,95,Isolate1CFUFreqT8,0.28
C11R1,3,4,50,50,Isolate1CFUFreqT8,0.136363636363636
C11R1,3,4,95,5,Isolate1CFUFreqT8,0.25
C11R1,3,5,5,95,Isolate1CFUFreqT8,0
C11R1,3,5,50,50,Isolate1CFUFreqT8,0
C11R1,3,5,95,5,Isolate1CFUFreqT8,0
C11R1,3,6,5,95,Isolate1CFUFreqT8,0
C11R1,3,6,50,50,Isolate1CFUFreqT8,0
C11R1,3,6,95,5,Isolate1CFUFreqT8,0
C11R1,3,7,5,95,Isolate1CFUFreqT8,0
C11R1,3,7,50,50,Isolate1CFUFreqT8,0
C11R1,3,7,95,5,Isolate1CFUFreqT8,0
C11R1,3,8,5,95,Isolate1CFUFreqT8,0.0350877192982456
C11R1,3,8,50,50,Isolate1CFUFreqT8,0.0444444444444444
C11R1,3,8,95,5,Isolate1CFUFreqT8,0.0588235294117647
C11R1,3,9,5,95,Isolate1CFUFreqT8,0
C11R1,3,9,50,50,Isolate1CFUFreqT8,0.0227272727272727
